Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
train_24.conllu	5	188	37.6	4.977011494252873	0.61	0	0.75	0	10.106382978723405	16.48936170212766	7.446808510638298	4.25531914893617	3.723404255319149	18.085106382978722	0	21.27659574468085	0	0	4.25531914893617	0.5319148936170213	7.446808510638298	0.5319148936170213	0	5.851063829787234	0	0.4885057471264368	0	0	50.0	50.0	0	0	75.0	25.0	36.36363636363637	0	27.272727272727273	36.36363636363637	0	0	0	0	50.0	0	0	50.0	0	0	28.571428571428573	71.42857142857143	20.0	0	60.0	20.0	62.5	12.5	0	25.0	0	0	0	0	0	100.0	2.4	100.0	3.5454545454545454	0	9.090909090909092	18.181818181818183	27.272727272727273	9.090909090909092	27.272727272727273	9.090909090909092	7.4	15.666666666666666	18.8	3.0177514792899407	37	1.3571428571428572	14	71.42857142857143	21.428571428571427	7.142857142857143	0	0	14.285714285714286	85.71428571428571	100.0	0.0	0.5319148936170213	2.127659574468085	0.5319148936170213	6.914893617021277	8.51063829787234	0	2.6595744680851063	1.0638297872340425	15.957446808510639	3.723404255319149	0	0	3.723404255319149	0.5319148936170213	0	16.48936170212766	1.0638297872340425	0.5319148936170213	0	0	0.5319148936170213	0.5319148936170213	0	0	0	0	0	0.5319148936170213	1.0638297872340425	10.106382978723405	3.1914893617021276	1.0638297872340425	0	3.1914893617021276	5.319148936170213	0	0	7.446808510638298	2.6595744680851063	0	0	45.45454545454545	54.54545454545455	66.66666666666667	33.333333333333336	1.0	100.0	0	0	0	0
train_1944.conllu	83	2229	26.85542168674699	4.692584963954686	0.65	0.495	0.75	0.58	6.684611933602512	13.055181695827725	3.768506056527591	5.563032750112158	3.1852848811126067	16.33019291161956	0	18.842530282637956	0.31404217137729923	0	4.396590399282189	3.9479587258860476	12.87572902646927	1.6599371915657246	0.04486316733961418	9.331538806639749	0	0.4886714727085479	3.1496062992125986	0.7874015748031497	44.09448818897638	51.968503937007874	0	0	98.59154929577464	1.408450704225352	34.13461538461539	7.211538461538462	31.73076923076923	26.923076923076923	0	0	2.816901408450704	0	11.267605633802816	7.042253521126761	1.408450704225352	77.46478873239437	2.586206896551724	2.586206896551724	1.7241379310344827	93.10344827586206	0.8771929824561403	0	94.73684210526316	4.385964912280702	91.93548387096774	0	6.451612903225806	1.6129032258064515	13.157894736842104	0	9.649122807017545	0.8771929824561403	0	76.3157894736842	3.0240963855421685	83.13253012048193	2.5673076923076925	0.4830917874396135	17.8743961352657	34.78260869565217	24.63768115942029	16.908212560386474	2.898550724637681	2.4154589371980677	5.108433734939759	8.880478087649402	12.204819277108435	2.7708445400753092	52	1.180327868852459	122	85.24590163934427	12.295081967213115	1.639344262295082	0.819672131147541	0	8.0	92.0	79.33884297520662	20.66115702479339	0.762673844773441	1.8842530282637955	1.9291161956034095	3.6787797218483624	5.607895917451772	0.2691790040376851	3.3647375504710633	0.13458950201884254	11.7092866756393	3.2301480484522207	0.9869896814715119	0.08972633467922836	3.6787797218483624	2.063705697622252	0	15.657245401525348	0.6280843427545985	0.04486316733961418	0	0	0.9421265141318977	0.17945266935845672	0	0.2243158366980709	0.04486316733961418	0	0.49349484073575595	0.2691790040376851	2.9161058770749215	7.133243606998654	5.338716913414087	0.08972633467922836	0.2691790040376851	4.217137729923732	4.486316733961417	0.13458950201884254	0.5383580080753702	12.87572902646927	3.7236428891879765	0	0.4037685060565276	33.8235294117647	66.17647058823529	90.37037037037037	9.62962962962963	1.2142857142857142	82.14285714285714	14.285714285714286	3.5714285714285716	0	0
train_761.conllu	8	408	51.0	4.81058495821727	0.66	0.565	0.74	0.625	10.294117647058824	15.196078431372548	2.450980392156863	1.9607843137254901	2.696078431372549	18.38235294117647	0	15.931372549019608	2.9411764705882355	0	1.7156862745098038	10.049019607843137	12.009803921568627	0.24509803921568626	0.9803921568627451	5.147058823529412	0	0.4986072423398329	5.882352941176471	0	64.70588235294117	29.41176470588235	0	0	100.0	0	23.80952380952381	9.523809523809524	9.523809523809524	57.142857142857146	0	0	0	0	40.0	0	0	60.0	0	0	12.5	87.5	14.285714285714286	0	85.71428571428571	0	87.5	0	0	12.5	0	0	0	0	0	100.0	2.625	62.5	2.6666666666666665	0	20.0	20.0	35.0	15.0	5.0	5.0	6.875	19.428571428571427	17.5	3.022792022792023	46	1.2857142857142858	28	71.42857142857143	28.571428571428573	0	0	0	11.11111111111111	88.88888888888889	92.3076923076923	7.6923076923076925	1.7156862745098038	1.2254901960784315	1.2254901960784315	2.450980392156863	9.558823529411764	0.7352941176470589	1.4705882352941178	0.24509803921568626	14.705882352941176	2.696078431372549	0	0	3.4313725490196076	0.24509803921568626	0	16.42156862745098	1.9607843137254901	0	0	0	0.24509803921568626	0	0	0	0.24509803921568626	0	1.9607843137254901	0	0.7352941176470589	10.294117647058824	3.1862745098039214	0	2.2058823529411766	2.2058823529411766	5.637254901960785	0.7352941176470589	0	12.009803921568627	1.9607843137254901	0	0.49019607843137253	23.80952380952381	76.19047619047619	68.75	31.25	1.1428571428571428	85.71428571428571	14.285714285714286	0	0	0
train_1178.conllu	8	271	33.875	4.955284552845528	0.65	0.55	0.76	0.64	5.904059040590406	15.867158671586715	3.690036900369004	3.690036900369004	3.321033210332103	18.819188191881917	0	26.199261992619927	0.36900369003690037	0	3.321033210332103	0.36900369003690037	9.22509225092251	1.1070110701107012	0.36900369003690037	7.749077490774908	0	0.483739837398374	0	0	36.36363636363637	63.63636363636363	0	0	85.71428571428571	14.285714285714286	33.333333333333336	9.523809523809524	38.095238095238095	19.047619047619047	0	0	0	0	28.571428571428573	0	0	71.42857142857143	0	0	0	100.0	44.44444444444444	0	55.55555555555556	0	90.0	0	10.0	0	0	0	33.333333333333336	0	0	66.66666666666667	3.0	87.5	2.8095238095238093	0	19.047619047619047	23.80952380952381	28.571428571428573	19.047619047619047	4.761904761904762	4.761904761904762	6.125	11.291666666666666	13.75	2.7563025210084033	26	1.3157894736842106	19	68.42105263157895	31.57894736842105	0	0	0	0.0	100.0	87.5	12.5	1.4760147601476015	1.845018450184502	1.1070110701107012	3.690036900369004	5.904059040590406	0	1.4760147601476015	0.7380073800738007	14.760147601476016	3.321033210332103	0	0	3.321033210332103	1.4760147601476015	0.7380073800738007	18.45018450184502	0.36900369003690037	0	0	0	0	0.7380073800738007	0	0	0	0	0	0	2.2140221402214024	9.96309963099631	4.428044280442805	0.7380073800738007	0.36900369003690037	4.797047970479705	4.059040590405904	0.7380073800738007	0	9.22509225092251	2.952029520295203	0	1.1070110701107012	29.166666666666668	70.83333333333333	70.58823529411765	29.41176470588235	1.0625	93.75	6.25	0	0	0
train_366.conllu	10	292	29.2	4.949612403100775	0.68	0.6	0.76	0.665	9.246575342465754	18.493150684931507	3.4246575342465753	1.7123287671232876	3.767123287671233	13.013698630136986	0	20.89041095890411	0	0	5.136986301369863	2.0547945205479454	11.643835616438356	1.36986301369863	0	9.246575342465754	0	0.5077519379844961	0	0	31.57894736842105	68.42105263157895	0	7.6923076923076925	92.3076923076923	0	48.148148148148145	3.7037037037037037	25.925925925925927	22.22222222222222	0	0	7.6923076923076925	0	15.384615384615385	0	7.6923076923076925	69.23076923076923	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.8	80.0	2.5555555555555554	0	7.407407407407407	48.148148148148145	29.62962962962963	11.11111111111111	3.7037037037037037	0	6.4	10.428571428571429	12.0	2.495967741935484	19	1.1666666666666667	18	83.33333333333333	16.666666666666668	0	0	0	0.0	100.0	92.85714285714286	7.142857142857143	1.36986301369863	3.0821917808219177	1.0273972602739727	3.0821917808219177	7.876712328767123	0	1.36986301369863	0	16.78082191780822	3.767123287671233	0.3424657534246575	0	4.109589041095891	0.3424657534246575	0	12.67123287671233	0.3424657534246575	0	0	0	0.684931506849315	0.3424657534246575	0.3424657534246575	0.3424657534246575	0	0	0	0	3.0821917808219177	7.534246575342466	4.4520547945205475	0.3424657534246575	0	3.0821917808219177	7.876712328767123	0.3424657534246575	0	11.643835616438356	3.4246575342465753	0	0.3424657534246575	30.76923076923077	69.23076923076923	66.66666666666667	33.333333333333336	1.125	87.5	12.5	0	0	0
train_493.conllu	43	1526	35.48837209302326	4.806098514464425	0.68	0.625	0.75	0.69	5.307994757536042	15.399737876802098	3.9318479685452163	3.342070773263434	3.2110091743119265	13.761467889908257	0	14.5478374836173	1.7693315858453473	0	3.4076015727391873	10.812581913499345	16.18610747051114	0.8519003931847968	0	7.470511140235911	0	0.5019546520719312	0	1.2048192771084338	68.67469879518072	30.120481927710845	0	0	96.29629629629629	3.7037037037037037	23.68421052631579	7.894736842105263	19.29824561403509	49.12280701754386	0	0	3.7037037037037037	3.7037037037037037	7.407407407407407	0	0	85.18518518518519	6.25	8.333333333333334	16.666666666666668	68.75	11.363636363636363	0	81.81818181818181	6.818181818181818	86.27450980392157	0	5.882352941176471	7.8431372549019605	2.272727272727273	0	6.818181818181818	0	0	90.9090909090909	2.813953488372093	72.09302325581395	2.6842105263157894	0	20.535714285714285	28.571428571428573	23.214285714285715	16.964285714285715	6.25	4.464285714285714	5.767441860465116	12.611570247933884	16.74418604651163	3.23462783171521	70	1.3103448275862069	87	74.71264367816092	20.689655172413794	3.4482758620689653	1.1494252873563218	0	14.705882352941176	85.29411764705883	86.0	14.0	1.5072083879423328	1.1795543905635648	1.4416775884665793	3.669724770642202	4.587155963302752	0.5242463958060288	1.7038007863695936	0.8519003931847968	14.416775884665793	3.2110091743119265	0.3931847968545216	0.32765399737876805	4.128440366972477	0.7863695937090432	0	12.975098296199214	0.5897771952817824	0.1965923984272608	0	0	0.3931847968545216	0.1965923984272608	0	0.32765399737876805	0.5242463958060288	0	2.5557011795543905	0.0655307994757536	1.7038007863695936	8.977719528178243	2.7522935779816513	0.5242463958060288	0.8519003931847968	2.162516382699869	5.5701179554390565	0.9174311926605505	0.0655307994757536	16.18610747051114	2.8178243774574048	0	0.9174311926605505	28.440366972477065	71.55963302752293	85.8974358974359	14.102564102564102	1.1818181818181819	86.36363636363636	10.606060606060606	1.5151515151515151	1.5151515151515151	0
train_270.conllu	10	199	19.9	4.702857142857143	0.64	0	0.73	0	9.045226130653266	11.055276381909549	4.0201005025125625	4.0201005025125625	3.5175879396984926	16.08040201005025	0.5025125628140703	18.09045226130653	0	0	6.030150753768845	6.030150753768845	12.06030150753769	1.5075376884422111	0	8.040201005025125	0	0.5142857142857142	7.142857142857143	7.142857142857143	35.714285714285715	50.0	0	0	100.0	0	56.25	0	12.5	31.25	0	0	0	0	22.22222222222222	0	0	77.77777777777777	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	12.5	0	0	87.5	1.7	70.0	3.0	0	12.5	25.0	31.25	18.75	6.25	6.25	4.0	11.705882352941176	8.9	2.4363636363636365	20	1.0909090909090908	11	90.9090909090909	9.090909090909092	0	0	0	0.0	100.0	80.0	20.0	0.5025125628140703	2.512562814070352	1.0050251256281406	4.0201005025125625	8.040201005025125	1.0050251256281406	2.0100502512562812	0.5025125628140703	10.050251256281408	3.5175879396984926	0.5025125628140703	0	2.512562814070352	1.5075376884422111	0	15.075376884422111	1.0050251256281406	0	0	0	2.0100502512562812	0	0	0	0	0	2.512562814070352	0	2.512562814070352	6.532663316582915	7.035175879396985	0.5025125628140703	0	3.5175879396984926	3.5175879396984926	0	0	12.06030150753769	5.025125628140704	0	1.0050251256281406	41.1764705882353	58.8235294117647	80.0	20.0	1.25	87.5	0	12.5	0	0
train_1105.conllu	5	189	37.8	4.988439306358382	0.67	0	0.76	0	8.465608465608465	20.105820105820104	3.7037037037037037	3.7037037037037037	3.1746031746031744	17.46031746031746	0	25.396825396825395	0	0	2.1164021164021163	1.0582010582010581	8.465608465608465	0	0	6.349206349206349	0	0.4913294797687861	0	0	77.77777777777777	22.22222222222222	0	0	100.0	0	16.666666666666668	8.333333333333334	16.666666666666668	58.333333333333336	0	0	0	0	0	0	0	100.0	14.285714285714286	28.571428571428573	14.285714285714286	42.857142857142854	0	0	100.0	0	85.71428571428571	0	0	14.285714285714286	0	0	16.666666666666668	0	0	83.33333333333333	2.4	80.0	2.6666666666666665	0	16.666666666666668	41.666666666666664	25.0	0	8.333333333333334	8.333333333333334	5.8	15.75	14.6	2.7797619047619047	28	1.2105263157894737	19	78.94736842105263	21.05263157894737	0	0	0	0.0	100.0	100.0	0.0	1.0582010582010581	2.1164021164021163	0	3.7037037037037037	7.936507936507937	0.5291005291005291	3.1746031746031744	0.5291005291005291	19.576719576719576	3.1746031746031744	0	0	4.232804232804233	0	0	16.402116402116402	1.0582010582010581	0	0	0	0.5291005291005291	0	0	0	0	0	0	0	0.5291005291005291	12.16931216931217	3.1746031746031744	0.5291005291005291	0	2.6455026455026456	4.232804232804233	0.5291005291005291	0	8.465608465608465	2.6455026455026456	0	1.0582010582010581	33.333333333333336	66.66666666666667	75.0	25.0	1.1428571428571428	85.71428571428571	14.285714285714286	0	0	0
train_81.conllu	49	1202	24.53061224489796	4.815227483751161	0.6	0.53	0.8	0.65	6.572379367720466	15.141430948419302	5.074875207986689	4.9916805324459235	2.995008319467554	16.80532445923461	0	18.302828618968388	0.415973377703827	0	3.327787021630616	4.409317803660565	10.399334442595674	1.5806988352745424	0	9.816971713810316	0.16638935108153077	0.49303621169916434	16.923076923076923	1.5384615384615385	47.69230769230769	33.84615384615385	0	0	97.05882352941177	2.9411764705882355	28.8135593220339	1.694915254237288	43.220338983050844	26.271186440677965	0	0	2.9411764705882355	0	23.529411764705884	0	5.882352941176471	67.6470588235294	12.5	3.5714285714285716	14.285714285714286	69.64285714285714	6.25	0	91.66666666666667	2.0833333333333335	80.0	0	6.666666666666667	13.333333333333334	8.333333333333334	0	33.333333333333336	0	8.333333333333334	50.0	2.7551020408163267	95.91836734693878	2.559322033898305	0	22.88135593220339	27.966101694915253	27.966101694915253	14.40677966101695	5.084745762711864	1.694915254237288	4.755102040816326	8.903703703703703	11.204081632653061	2.6605058365758754	48	1.2878787878787878	66	72.72727272727273	25.757575757575758	1.5151515151515151	0	0	7.547169811320755	92.45283018867924	71.42857142857143	28.571428571428573	1.4143094841930117	0.5823627287853578	2.2462562396006653	4.7420965058236275	5.574043261231282	0.08319467554076539	2.7454242928452577	0.831946755407654	13.061564059900167	2.995008319467554	1.1647254575707155	0.16638935108153077	2.995008319467554	1.4143094841930117	0.24958402662229617	15.806988352745424	0.9151414309484193	0.08319467554076539	0	0	0.831946755407654	0.24958402662229617	0.08319467554076539	0.415973377703827	0	0.08319467554076539	0.5823627287853578	0.24958402662229617	3.660565723793677	7.237936772046589	3.5773710482529117	0.831946755407654	0.33277870216306155	4.159733777038269	4.908485856905158	0.33277870216306155	0.16638935108153077	10.399334442595674	4.076539101497504	0	0.7487520798668885	38.21138211382114	61.78861788617886	84.21052631578948	15.789473684210526	1.4444444444444444	66.66666666666667	22.22222222222222	11.11111111111111	0	0
train_1988.conllu	13	388	29.846153846153847	5.236619718309859	0.61	0.59	0.67	0.645	10.051546391752577	17.783505154639176	3.865979381443299	3.6082474226804124	2.0618556701030926	17.010309278350515	0	22.422680412371133	0.7731958762886598	0	3.0927835051546393	1.288659793814433	8.505154639175258	0.7731958762886598	0	8.762886597938145	0	0.5070422535211268	0	0	56.0	44.0	0	0	100.0	0	29.41176470588235	0	26.470588235294116	44.11764705882353	0	0	0	0	30.0	0	0	70.0	7.142857142857143	0	7.142857142857143	85.71428571428571	0	0	100.0	0	92.85714285714286	0	0	7.142857142857143	0	0	30.76923076923077	0	0	69.23076923076923	2.769230769230769	100.0	2.4705882352941178	0	23.529411764705884	35.294117647058826	23.529411764705884	8.823529411764707	5.882352941176471	2.9411764705882355	6.538461538461538	10.777777777777779	13.538461538461538	2.5321637426900585	25	1.2758620689655173	29	79.3103448275862	13.793103448275861	6.896551724137931	0	0	0.0	100.0	76.19047619047619	23.80952380952381	2.0618556701030926	1.288659793814433	1.0309278350515463	3.350515463917526	9.02061855670103	0	2.577319587628866	0.5154639175257731	16.75257731958763	2.0618556701030926	0.5154639175257731	0	2.3195876288659796	0.5154639175257731	0.25773195876288657	17.010309278350515	0	0	0	0	1.0309278350515463	0.25773195876288657	0.25773195876288657	0.5154639175257731	0	0	0	0	1.8041237113402062	9.536082474226804	4.123711340206185	1.0309278350515463	0.5154639175257731	3.6082474226804124	5.412371134020619	0.5154639175257731	0	8.505154639175258	3.350515463917526	0	0.25773195876288657	38.23529411764706	61.76470588235294	85.71428571428571	14.285714285714286	1.1666666666666667	83.33333333333333	16.666666666666668	0	0	0
