Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_+3	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
test_104.conllu	5	180	36.0	4.8982035928143715	0.62	0	0.71	0	11.11111111111111	13.333333333333334	6.111111111111111	2.7777777777777777	5.555555555555555	17.77777777777778	0	21.666666666666668	0	0.5555555555555556	2.7777777777777777	3.3333333333333335	7.222222222222222	0.5555555555555556	0	7.222222222222222	0	0.5329341317365269	0	0	20.0	80.0	0	0	87.5	12.5	61.53846153846154	0	23.076923076923077	15.384615384615385	0	0	0	0	0	75.0	0	0	25.0	0	0	0	100.0	0	0	100.0	0	60.0	0	40.0	0	0	0	33.333333333333336	0	0	66.66666666666667	3.2	100.0	2.5384615384615383	0	30.76923076923077	15.384615384615385	30.76923076923077	15.384615384615385	7.6923076923076925	0	6.4	11.25	14.4	2.932098765432099	24	1.1538461538461537	13	84.61538461538461	15.384615384615385	0	0	0	20.0	80.0	80.0	20.0	0.5555555555555556	1.6666666666666667	1.1111111111111112	6.111111111111111	10.0	0	1.1111111111111112	0	13.333333333333334	5.555555555555555	0	0	6.666666666666667	1.6666666666666667	0	16.666666666666668	1.1111111111111112	0	0	0	1.1111111111111112	0	0	0	0	0	0.5555555555555556	0	1.1111111111111112	8.333333333333334	5.555555555555555	0	0	2.7777777777777777	4.444444444444445	0	0	7.222222222222222	2.7777777777777777	0	0.5555555555555556	38.46153846153846	61.53846153846154	100.0	0.0	1.3333333333333333	66.66666666666667	33.333333333333336	0	0	0
val_561.conllu	6	199	33.166666666666664	5.005464480874317	0.68	0	0.74	0	9.045226130653266	18.09045226130653	5.527638190954774	3.5175879396984926	3.5175879396984926	15.075376884422111	0	23.618090452261306	0	0	3.5175879396984926	1.5075376884422111	8.040201005025125	1.0050251256281406	0	7.5376884422110555	0	0.5136612021857924	0	0	45.45454545454545	54.54545454545455	0	0	100.0	0	33.333333333333336	0	26.666666666666668	40.0	0	0	0	0	0	20.0	0	0	80.0	0	0	0	100.0	14.285714285714286	0	71.42857142857143	14.285714285714286	100.0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	71.42857142857143	2.8333333333333335	83.33333333333333	2.8666666666666667	0	13.333333333333334	33.333333333333336	20.0	20.0	13.333333333333334	0	6.0	11.705882352941176	19.333333333333332	3.0677966101694913	34	1.3846153846153846	13	69.23076923076923	23.076923076923077	7.6923076923076925	0	0	0.0	100.0	100.0	0.0	2.0100502512562812	2.512562814070352	0	5.527638190954774	8.542713567839195	0	2.512562814070352	0	17.08542713567839	3.5175879396984926	1.0050251256281406	0	3.0150753768844223	1.0050251256281406	0	14.07035175879397	1.0050251256281406	0	0	0	0	0.5025125628140703	0	0.5025125628140703	0	0	0	0	2.0100502512562812	9.045226130653266	4.0201005025125625	0	0	4.522613065326633	6.030150753768845	0	0	8.040201005025125	3.0150753768844223	0	0.5025125628140703	29.41176470588235	70.58823529411765	66.66666666666667	33.333333333333336	1.0909090909090908	90.9090909090909	9.090909090909092	0	0	0
val_740.conllu	4	159	39.75	5.041095890410959	0.64	0	0.73	0	10.062893081761006	16.9811320754717	3.1446540880503147	5.660377358490566	2.5157232704402515	15.09433962264151	0	23.89937106918239	0.6289308176100629	0	2.5157232704402515	1.2578616352201257	8.176100628930818	2.5157232704402515	0	7.547169811320755	0	0.5	0	16.666666666666668	58.333333333333336	25.0	0	0	100.0	0	41.666666666666664	0	0	58.333333333333336	0	0	0	0	0	20.0	0	20.0	60.0	0	11.11111111111111	33.333333333333336	55.55555555555556	0	0	83.33333333333333	16.666666666666668	66.66666666666667	0	0	33.333333333333336	0	0	33.333333333333336	0	0	66.66666666666667	3.5	100.0	2.9166666666666665	0	8.333333333333334	33.333333333333336	16.666666666666668	41.666666666666664	0	0	6.5	11.357142857142858	15.5	2.711267605633803	24	1.2307692307692308	13	84.61538461538461	7.6923076923076925	7.6923076923076925	0	0	0.0	100.0	90.0	10.0	1.2578616352201257	1.8867924528301887	1.2578616352201257	2.5157232704402515	8.176100628930818	0	3.7735849056603774	0.6289308176100629	16.9811320754717	2.5157232704402515	1.2578616352201257	0	2.5157232704402515	1.2578616352201257	0	15.09433962264151	0	0	0	0	0.6289308176100629	0	0	0.6289308176100629	0	0	0.6289308176100629	0	2.5157232704402515	10.69182389937107	5.660377358490566	0.6289308176100629	0.6289308176100629	2.5157232704402515	4.40251572327044	1.2578616352201257	0	8.176100628930818	2.5157232704402515	0	0	30.76923076923077	69.23076923076923	55.55555555555556	44.44444444444444	1.2857142857142858	71.42857142857143	28.571428571428573	0	0	0
test_303.conllu	5	282	56.4	4.816793893129771	0.59	0.53	0.67	0.6	4.609929078014185	19.50354609929078	4.25531914893617	5.319148936170213	2.482269503546099	15.24822695035461	0	21.27659574468085	2.127659574468085	0	1.7730496453900708	7.446808510638298	7.092198581560283	1.0638297872340425	0	7.801418439716312	0	0.48854961832061067	0	5.0	70.0	25.0	0	0	100.0	0	27.272727272727273	9.090909090909092	0	63.63636363636363	0	0	0	0	0	33.333333333333336	0	0	66.66666666666667	0	53.84615384615385	15.384615384615385	30.76923076923077	0	0	90.9090909090909	9.090909090909092	73.33333333333333	0	13.333333333333334	13.333333333333334	0	0	9.090909090909092	0	0	90.9090909090909	4.4	100.0	2.9545454545454546	0	19.047619047619047	23.80952380952381	9.523809523809524	28.571428571428573	14.285714285714286	4.761904761904762	8.2	12.818181818181818	25.2	3.21011673151751	56	1.6	20	55.0	30.0	15.0	0	0	0.0	100.0	83.33333333333333	16.666666666666668	0.3546099290780142	1.4184397163120568	1.0638297872340425	3.900709219858156	3.900709219858156	0	3.900709219858156	1.4184397163120568	18.79432624113475	2.482269503546099	0.7092198581560284	0	2.8368794326241136	0	0	14.893617021276595	0.3546099290780142	0	0	0	0	0	0	0.3546099290780142	0.7092198581560284	0	2.127659574468085	0	1.7730496453900708	12.411347517730496	3.1914893617021276	1.0638297872340425	1.4184397163120568	3.5460992907801416	5.673758865248227	1.0638297872340425	0.3546099290780142	7.092198581560283	1.7730496453900708	0	1.4184397163120568	29.41176470588235	70.58823529411765	91.66666666666667	8.333333333333334	1.2	80.0	20.0	0	0	0
val_372.conllu	7	318	45.42857142857143	4.788732394366197	0.63	0.54	0.71	0.62	6.60377358490566	16.666666666666668	4.716981132075472	1.5723270440251573	2.830188679245283	15.723270440251572	0	18.553459119496857	2.830188679245283	0	2.830188679245283	5.9748427672955975	10.69182389937107	1.2578616352201257	0.6289308176100629	9.119496855345911	0	0.5035211267605634	0	0	25.0	75.0	0	0	100.0	0	51.724137931034484	6.896551724137931	24.137931034482758	17.24137931034483	0	0	0	0	0	6.666666666666667	0	6.666666666666667	86.66666666666667	0	0	0	100.0	0	0	80.0	20.0	100.0	0	0	0	0	0	20.0	0	0	80.0	4.571428571428571	100.0	2.3793103448275863	0	20.689655172413794	41.37931034482759	27.586206896551722	3.4482758620689653	3.4482758620689653	3.4482758620689653	8.142857142857142	9.9375	14.285714285714286	2.783393501805054	24	1.1666666666666667	18	88.88888888888889	5.555555555555555	5.555555555555555	0	0	0.0	100.0	81.25	18.75	0.9433962264150944	2.20125786163522	1.8867924528301887	3.459119496855346	5.9748427672955975	0.6289308176100629	0.6289308176100629	0	15.40880503144654	2.830188679245283	1.5723270440251573	0.31446540880503143	2.5157232704402515	0.9433962264150944	0.31446540880503143	15.40880503144654	0.31446540880503143	0	0	0	0	0	0.31446540880503143	1.2578616352201257	0	0	1.5723270440251573	0	2.5157232704402515	8.80503144654088	4.40251572327044	0.31446540880503143	2.20125786163522	3.459119496855346	5.9748427672955975	0.6289308176100629	0	10.69182389937107	2.20125786163522	0	0.31446540880503143	22.580645161290324	77.41935483870968	83.33333333333333	16.666666666666668	1.5	56.25	37.5	6.25	0	0
val_692.conllu	12	315	26.25	4.899641577060932	0.59	0.475	0.69	0.61	6.031746031746032	14.920634920634921	3.492063492063492	4.444444444444445	4.444444444444445	18.41269841269841	0	21.26984126984127	0	0	3.8095238095238093	1.5873015873015872	11.428571428571429	1.2698412698412698	0	8.571428571428571	0.31746031746031744	0.46236559139784944	0	0	37.5	62.5	0	0	100.0	0	37.03703703703704	7.407407407407407	33.333333333333336	22.22222222222222	0	0	0	0	0	40.0	0	10.0	50.0	0	0	0	100.0	9.090909090909092	0	72.72727272727273	18.181818181818183	78.57142857142857	0	21.428571428571427	0	9.090909090909092	0	27.272727272727273	0	0	63.63636363636363	2.5833333333333335	75.0	2.6296296296296298	0	11.538461538461538	34.61538461538461	30.76923076923077	15.384615384615385	7.6923076923076925	0	5.083333333333333	10.161290322580646	11.416666666666666	2.640449438202247	24	1.0476190476190477	21	95.23809523809524	4.761904761904762	0	0	0	6.666666666666667	93.33333333333333	85.71428571428571	14.285714285714286	0	1.5873015873015872	1.5873015873015872	2.5396825396825395	4.761904761904762	0	2.5396825396825395	0.6349206349206349	13.333333333333334	4.444444444444445	0.6349206349206349	0	4.444444444444445	1.2698412698412698	0	17.77777777777778	0.6349206349206349	0	0	0	0.6349206349206349	0.31746031746031744	0	0.9523809523809523	0	0	0	0.31746031746031744	2.857142857142857	7.619047619047619	4.126984126984127	0.31746031746031744	0	4.444444444444445	5.079365079365079	0.31746031746031744	0	11.428571428571429	3.8095238095238093	0	1.5873015873015872	34.61538461538461	65.38461538461539	94.11764705882354	5.882352941176471	1.2142857142857142	85.71428571428571	7.142857142857143	7.142857142857143	0	0
train_24.conllu	5	188	37.6	4.977011494252873	0.61	0	0.75	0	10.106382978723405	16.48936170212766	7.446808510638298	4.25531914893617	3.723404255319149	18.085106382978722	0	21.27659574468085	0	0	4.25531914893617	0.5319148936170213	7.446808510638298	0.5319148936170213	0	5.851063829787234	0	0.4885057471264368	0	0	50.0	50.0	0	0	75.0	25.0	36.36363636363637	0	27.272727272727273	36.36363636363637	0	0	0	0	0	50.0	0	0	50.0	0	0	28.571428571428573	71.42857142857143	20.0	0	60.0	20.0	62.5	12.5	0	25.0	0	0	0	0	0	100.0	2.4	100.0	3.5454545454545454	0	9.090909090909092	18.181818181818183	27.272727272727273	9.090909090909092	27.272727272727273	9.090909090909092	7.4	15.666666666666666	18.8	3.0177514792899407	37	1.3571428571428572	14	71.42857142857143	21.428571428571427	7.142857142857143	0	0	14.285714285714286	85.71428571428571	100.0	0.0	0.5319148936170213	2.127659574468085	0.5319148936170213	6.914893617021277	8.51063829787234	0	2.6595744680851063	1.0638297872340425	15.957446808510639	3.723404255319149	0	0	3.723404255319149	0.5319148936170213	0	16.48936170212766	1.0638297872340425	0.5319148936170213	0	0	0.5319148936170213	0.5319148936170213	0	0	0	0	0	0.5319148936170213	1.0638297872340425	10.106382978723405	3.1914893617021276	1.0638297872340425	0	3.1914893617021276	5.319148936170213	0	0	7.446808510638298	2.6595744680851063	0	0	45.45454545454545	54.54545454545455	66.66666666666667	33.333333333333336	1.0	100.0	0	0	0	0
train_1944.conllu	83	2229	26.85542168674699	4.692584963954686	0.65	0.495	0.75	0.58	6.684611933602512	13.055181695827725	3.768506056527591	5.563032750112158	3.1852848811126067	16.33019291161956	0	18.842530282637956	0.31404217137729923	0	4.396590399282189	3.9479587258860476	12.87572902646927	1.6599371915657246	0.04486316733961418	9.331538806639749	0	0.4886714727085479	3.1496062992125986	0.7874015748031497	44.09448818897638	51.968503937007874	0	0	98.59154929577464	1.408450704225352	34.13461538461539	7.211538461538462	31.73076923076923	26.923076923076923	0	0	0	2.816901408450704	0	11.267605633802816	7.042253521126761	1.408450704225352	77.46478873239437	2.586206896551724	2.586206896551724	1.7241379310344827	93.10344827586206	0.8771929824561403	0	94.73684210526316	4.385964912280702	91.93548387096774	0	6.451612903225806	1.6129032258064515	13.157894736842104	0	9.649122807017545	0.8771929824561403	0	76.3157894736842	3.0240963855421685	83.13253012048193	2.5673076923076925	0.4830917874396135	17.8743961352657	34.78260869565217	24.63768115942029	16.908212560386474	2.898550724637681	2.4154589371980677	5.108433734939759	8.880478087649402	12.204819277108435	2.7708445400753092	52	1.180327868852459	122	85.24590163934427	12.295081967213115	1.639344262295082	0.819672131147541	0	8.0	92.0	79.33884297520662	20.66115702479339	0.762673844773441	1.8842530282637955	1.9291161956034095	3.6787797218483624	5.607895917451772	0.2691790040376851	3.3647375504710633	0.13458950201884254	11.7092866756393	3.2301480484522207	0.9869896814715119	0.08972633467922836	3.6787797218483624	2.063705697622252	0	15.657245401525348	0.6280843427545985	0.04486316733961418	0	0	0.9421265141318977	0.17945266935845672	0	0.2243158366980709	0.04486316733961418	0	0.49349484073575595	0.2691790040376851	2.9161058770749215	7.133243606998654	5.338716913414087	0.08972633467922836	0.2691790040376851	4.217137729923732	4.486316733961417	0.13458950201884254	0.5383580080753702	12.87572902646927	3.7236428891879765	0	0.4037685060565276	33.8235294117647	66.17647058823529	90.37037037037037	9.62962962962963	1.2142857142857142	82.14285714285714	14.285714285714286	3.5714285714285716	0	0
train_761.conllu	8	408	51.0	4.81058495821727	0.66	0.565	0.74	0.625	10.294117647058824	15.196078431372548	2.450980392156863	1.9607843137254901	2.696078431372549	18.38235294117647	0	15.931372549019608	2.9411764705882355	0	1.7156862745098038	10.049019607843137	12.009803921568627	0.24509803921568626	0.9803921568627451	5.147058823529412	0	0.4986072423398329	5.882352941176471	0	64.70588235294117	29.41176470588235	0	0	100.0	0	23.80952380952381	9.523809523809524	9.523809523809524	57.142857142857146	0	0	0	0	0	40.0	0	0	60.0	0	0	12.5	87.5	14.285714285714286	0	85.71428571428571	0	87.5	0	0	12.5	0	0	0	0	0	100.0	2.625	62.5	2.6666666666666665	0	20.0	20.0	35.0	15.0	5.0	5.0	6.875	19.428571428571427	17.5	3.022792022792023	46	1.2857142857142858	28	71.42857142857143	28.571428571428573	0	0	0	11.11111111111111	88.88888888888889	92.3076923076923	7.6923076923076925	1.7156862745098038	1.2254901960784315	1.2254901960784315	2.450980392156863	9.558823529411764	0.7352941176470589	1.4705882352941178	0.24509803921568626	14.705882352941176	2.696078431372549	0	0	3.4313725490196076	0.24509803921568626	0	16.42156862745098	1.9607843137254901	0	0	0	0.24509803921568626	0	0	0	0.24509803921568626	0	1.9607843137254901	0	0.7352941176470589	10.294117647058824	3.1862745098039214	0	2.2058823529411766	2.2058823529411766	5.637254901960785	0.7352941176470589	0	12.009803921568627	1.9607843137254901	0	0.49019607843137253	23.80952380952381	76.19047619047619	68.75	31.25	1.1428571428571428	85.71428571428571	14.285714285714286	0	0	0
train_1178.conllu	8	271	33.875	4.955284552845528	0.65	0.55	0.76	0.64	5.904059040590406	15.867158671586715	3.690036900369004	3.690036900369004	3.321033210332103	18.819188191881917	0	26.199261992619927	0.36900369003690037	0	3.321033210332103	0.36900369003690037	9.22509225092251	1.1070110701107012	0.36900369003690037	7.749077490774908	0	0.483739837398374	0	0	36.36363636363637	63.63636363636363	0	0	85.71428571428571	14.285714285714286	33.333333333333336	9.523809523809524	38.095238095238095	19.047619047619047	0	0	0	0	0	28.571428571428573	0	0	71.42857142857143	0	0	0	100.0	44.44444444444444	0	55.55555555555556	0	90.0	0	10.0	0	0	0	33.333333333333336	0	0	66.66666666666667	3.0	87.5	2.8095238095238093	0	19.047619047619047	23.80952380952381	28.571428571428573	19.047619047619047	4.761904761904762	4.761904761904762	6.125	11.291666666666666	13.75	2.7563025210084033	26	1.3157894736842106	19	68.42105263157895	31.57894736842105	0	0	0	0.0	100.0	87.5	12.5	1.4760147601476015	1.845018450184502	1.1070110701107012	3.690036900369004	5.904059040590406	0	1.4760147601476015	0.7380073800738007	14.760147601476016	3.321033210332103	0	0	3.321033210332103	1.4760147601476015	0.7380073800738007	18.45018450184502	0.36900369003690037	0	0	0	0	0.7380073800738007	0	0	0	0	0	0	2.2140221402214024	9.96309963099631	4.428044280442805	0.7380073800738007	0.36900369003690037	4.797047970479705	4.059040590405904	0.7380073800738007	0	9.22509225092251	2.952029520295203	0	1.1070110701107012	29.166666666666668	70.83333333333333	70.58823529411765	29.41176470588235	1.0625	93.75	6.25	0	0	0
